,close,positive,negative,sentiment,change,momentum,decision
2019-03-27,165.869995,0.5027453957762869,0.4972546042237132,0,0.010794358752150039,0,sell
2019-03-28,165.550003,0.5136410890944535,0.4863589109055466,1,0.0019291735072397209,0,sell
2019-03-29,166.690002,0.5499991392386433,0.45000086076135626,1,0.006886130953437608,1,buy
2019-03-30,167.6949995,0.5387449791744506,0.4612550208255493,1,0.00602914084793161,1,buy
2019-03-31,168.19749825,0.5417448683857794,0.4582551316142207,1,0.0029965040788231785,1,buy
2019-04-01,168.699997,0.5116134368139726,0.4883865631860267,1,0.002987551867466619,1,buy
2019-04-02,174.199997,0.4722310668787147,0.5277689331212855,0,0.03260225309903236,1,sell
2019-04-03,173.53999299999998,0.4545497659461567,0.5454502340538436,0,0.0037887715922292177,0,sell
2019-04-04,176.020004,0.4912369914802775,0.5087630085197224,0,0.014290717414054632,1,sell
2019-04-05,175.720001,0.5387368388452793,0.4612631611547207,1,0.0017043687829935727,0,sell
2019-04-06,175.324997,0.5608333082902532,0.4391666917097467,1,0.002247917128113379,0,sell
2019-04-07,175.127495,0.510158874181319,0.4898411258186813,1,0.0011264908220702029,0,sell
2019-04-08,174.929993,0.5109834572955926,0.4890165427044073,1,0.0011277612347507984,0,sell
2019-04-09,177.580002,0.494417527514871,0.5055824724851288,0,0.015148968764893345,1,sell
2019-04-10,177.820007,0.5394281063032145,0.4605718936967854,1,0.0013515316887990376,1,buy
2019-04-11,177.509995,0.473927008835252,0.5260729911647481,0,0.0017434033730523945,0,sell
2019-04-12,179.100006,0.5072718558809111,0.4927281441190888,0,0.008957304066173875,1,sell
2019-04-13,179.375,0.5278949189367318,0.4721050810632678,1,0.001535421500767523,1,buy
2019-04-14,179.512497,0.4783371917336794,0.5216628082663207,0,0.0007665337979093865,1,sell
2019-04-15,179.649994,0.5430412929279631,0.4569587070720368,1,0.0007659466738964486,1,buy
2019-04-16,178.869995,0.472576211251118,0.5274237887488813,0,0.0043417702535520466,0,sell
2019-04-17,178.779999,0.5353020824904032,0.4646979175095967,1,0.0005031363700769662,0,sell
2019-04-18,178.279999,0.4090694158333463,0.5909305841666532,0,0.0027967334310142825,0,sell
2019-04-19,179.8600005,0.5112620941585275,0.4887379058414724,1,0.008862472003940322,1,buy
2019-04-20,180.65000125,0.48226236567405,0.51773763432595,0,0.004392309283908793,1,sell
2019-04-21,181.045001625,0.4820586938924756,0.5179413061075242,0,0.002186550635299235,1,sell
2019-04-22,181.440002,0.5188722890700854,0.4811277109299148,1,0.0021817800627170177,1,buy
2019-04-23,183.779999,0.528285773384666,0.4717142266153338,1,0.012896808720273333,1,buy
2019-04-24,182.580002,0.5514844362976465,0.4485155637023534,1,0.0065295299082028845,0,sell
2019-04-25,193.259995,0.5230944920206857,0.4769055079793142,1,0.05849486736230836,1,buy
2019-04-26,191.490005,0.5218820145113457,0.478117985488654,1,0.009158594876296085,0,sell
2019-04-27,193.135002,0.5245843352273031,0.4754156647726971,1,0.00859051102954428,1,buy
2019-04-28,193.95750049999998,0.5736450199195254,0.4263549800804738,1,0.0042586713515554,1,buy
2019-04-29,194.779999,0.535694412264236,0.464305587735764,1,0.004240611978808333,1,buy
2019-04-30,193.399994,0.5183842282675165,0.4816157717324834,1,0.007084942022204299,0,sell
