date,pos,neg,class
2018-08-02,0.48079565513581474,0.519204344864185,0
2018-08-03,0.5135243062509636,0.4864756937490363,1
2018-08-04,0.5825961599052852,0.41740384009471465,1
2018-08-05,0.5632463287883354,0.4367536712116644,1
2018-08-06,0.49045439281633924,0.5095456071836607,0
2018-08-07,0.4775652897351703,0.5224347102648298,0
2018-08-08,0.4975666300138868,0.5024333699861133,0
2018-08-09,0.5256610949987343,0.47433890500126585,1
2018-08-10,0.5543016148240031,0.4456983851759969,1
2018-08-11,0.5539813394949952,0.446018660505005,1
2018-08-12,0.5228372596294109,0.4771627403705894,1
2018-08-13,0.4856852521262374,0.5143147478737626,0
2018-08-14,0.5085777401996463,0.49142225980035376,0
2018-08-15,0.5209462356398482,0.47905376436015185,1
2018-08-16,0.5056686219079909,0.49433137809200944,0
2018-08-17,0.5049879668217059,0.49501203317829373,0
2018-08-18,0.5405582524297896,0.4594417475702104,1
2018-08-19,0.5558150104269506,0.44418498957304947,1
2018-08-20,0.5129298585286476,0.4870701414713526,1
2018-08-21,0.5144729640848326,0.48552703591516794,1
2018-08-22,0.5367974010386012,0.463202598961399,1
2018-08-23,0.5346358431176944,0.4653641568823053,1
2018-08-24,0.5542445743957649,0.4457554256042353,1
2018-08-25,0.5298643199567993,0.47013568004320083,1
2018-08-26,0.5301291548620105,0.46987084513798927,1
2018-08-27,0.5291938499768738,0.4708061500231263,1
2018-08-28,0.5597548888312252,0.440245111168775,1
2018-08-29,0.546839341212933,0.45316065878706707,1
2018-08-30,0.5454210036481408,0.4545789963518596,1
2018-08-31,0.5292645055204257,0.47073549447957364,1
2018-09-01,0.5330108356094232,0.4669891643905768,1
2018-09-02,0.605378484257399,0.3946215157426014,1
2018-09-03,0.5109223368520148,0.48907766314798523,1
2018-09-04,0.5707284183829308,0.42927158161706913,1
2018-09-05,0.5881420651981739,0.4118579348018262,1
2018-09-06,0.4995419382394085,0.500458061760592,0
2018-09-07,0.5342591785115516,0.4657408214884481,1
2018-09-08,0.5537315003756242,0.4462684996243755,1
2018-09-09,0.5546028171898965,0.44539718281010304,1
2018-09-10,0.5799101680746224,0.42008983192537735,1
2018-09-11,0.6143046550595651,0.3856953449404346,1
2018-09-12,0.5370825234043256,0.46291747659567417,1
2018-09-13,0.5444611384358469,0.4555388615641533,1
2018-09-14,0.5372521779146969,0.46274782208530313,1
2018-09-15,0.5946777183646573,0.4053222816353424,1
2018-09-16,0.5946360551373653,0.4053639448626345,1
2018-09-17,0.6578533138448173,0.34214668615518234,1
2018-09-18,0.5396839980127123,0.460316001987288,1
2018-09-19,0.5346802701855641,0.4653197298144358,1
2018-09-20,0.5612063205091484,0.4387936794908516,1
2018-09-21,0.571480518420673,0.428519481579327,1
2018-09-22,0.5263240489157848,0.47367595108421523,1
2018-09-23,0.5912926347911347,0.40870736520886536,1
2018-09-24,0.5912714344522586,0.4087285655477415,1
2018-09-25,0.5397056863857933,0.460294313614207,1
2018-09-26,0.547342490106279,0.45265750989372144,1
2018-09-27,0.4623507755218215,0.5376492244781784,0
2018-09-28,0.37883965443352224,0.6211603455664779,0
2018-09-29,0.3842229981724667,0.6157770018275333,0
2018-09-30,0.3984123666293778,0.6015876333706215,0
2018-10-01,0.487880928564029,0.5121190714359709,0
2018-10-02,0.5182268225464345,0.48177317745356546,1
2018-10-03,0.48884502203724256,0.5111549779627571,0
2018-10-04,0.5132575875877758,0.486742412412224,1
2018-10-05,0.49186370773529264,0.5081362922647071,0
2018-10-06,0.5381370321731455,0.4618629678268543,1
2018-10-07,0.47951627955250087,0.5204837204474986,0
2018-10-08,0.5128650290875857,0.48713497091241376,1
2018-10-09,0.5645840692862707,0.43541593071372936,1
2018-10-10,0.44832581317902215,0.551674186820978,0
2018-10-11,0.49602118988037036,0.5039788101196297,0
2018-10-12,0.40565915160399885,0.5943408483960011,0
2018-10-13,0.4017405466412996,0.5982594533587002,0
2018-10-14,0.5124386088455255,0.4875613911544742,1
2018-10-15,0.4400324605030808,0.5599675394969196,0
2018-10-16,0.5232333760377694,0.476766623962231,1
2018-10-17,0.4933179022770928,0.5066820977229067,0
2018-10-18,0.5256259414935736,0.47437405850642655,1
2018-10-19,0.4727270192443489,0.5272729807556511,0
2018-10-20,0.5527249947602123,0.4472750052397877,1
2018-10-21,0.5090664011111771,0.4909335988888228,0
2018-10-22,0.5718763117895679,0.42812368821043206,1
2018-10-23,0.5348028181941572,0.46519718180584274,1
2018-10-24,0.5418122053609102,0.45818779463908954,1
2018-10-25,0.5437616471113964,0.45623835288860365,1
2018-10-26,0.5142835793711754,0.4857164206288247,1
2018-10-27,0.5814809922327246,0.41851900776727524,1
2018-10-28,0.5147207575763811,0.485279242423619,1
2018-10-29,0.5367398335020428,0.46326016649795737,1
2018-10-30,0.5926660270367058,0.4073339729632941,1
2018-10-31,0.5713565372998078,0.42864346270019266,1
2018-11-01,0.5367051029676394,0.46329489703236,1
2018-11-02,0.48790422468201594,0.5120957753179838,0
2018-11-03,0.5468526580808456,0.4531473419191542,1
2018-11-04,0.49582607319757216,0.5041739268024279,0
2018-11-05,0.573491583905223,0.4265084160947771,1
2018-11-06,0.5206460688658835,0.4793539311341167,1
2018-11-07,0.5794085016326439,0.4205914983673558,1
2018-11-08,0.5852534951159147,0.4147465048840854,1
2018-11-09,0.5625251114526947,0.4374748885473052,1
2018-11-10,0.5583335021319262,0.44166649786807366,1
2018-11-11,0.6004368444072606,0.39956315559273947,1
2018-11-12,0.5266638533070639,0.4733361466929364,1
2018-11-13,0.5695263749228471,0.4304736250771528,1
2018-11-14,0.5523911742317262,0.4476088257682742,1
2018-11-15,0.5319664566737791,0.46803354332622077,1
2018-11-16,0.5350188766539768,0.4649811233460233,1
2018-11-17,0.5520643207512446,0.4479356792487553,1
2018-11-18,0.5093200037517023,0.4906799962482979,0
2018-11-19,0.5292918052123341,0.4707081947876659,1
2018-11-20,0.5375030690787757,0.4624969309212247,1
2018-11-21,0.4982208585102359,0.5017791414897642,0
2018-11-22,0.531305167031356,0.468694832968644,1
2018-11-23,0.5382732768579717,0.46172672314202845,1
2018-11-24,0.5968061928050828,0.40319380719491715,1
2018-11-25,0.4493605398825458,0.5506394601174546,0
2018-11-26,0.4980966556655185,0.5019033443344818,0
2018-11-27,0.5248442027177245,0.4751557972822754,1
2018-11-28,0.5376039312708265,0.46239606872917377,1
2018-11-29,0.5055151616712509,0.49448483832874895,0
2018-11-30,0.5210725507261732,0.4789274492738267,1
2018-12-01,0.5712518739686636,0.4287481260313361,1
2018-12-02,0.5085679160269776,0.4914320839730227,0
2018-12-03,0.5549671621101849,0.445032837889815,1
2018-12-04,0.4983229481759324,0.5016770518240679,0
2018-12-05,0.5122280749685783,0.4877719250314217,1
2018-12-06,0.4909038004456366,0.5090961995543634,0
2018-12-07,0.49381451503694107,0.5061854849630588,0
2018-12-08,0.531179274441051,0.46882072555894944,1
2018-12-09,0.49411785339630704,0.5058821466036929,0
2018-12-10,0.5069109030116131,0.4930890969883872,0
2018-12-11,0.593162731937158,0.4068372680628418,1
2018-12-12,0.49103594950089674,0.5089640504991032,0
2018-12-13,0.5155956958997229,0.48440430410027696,1
2018-12-14,0.5343022978693982,0.4656977021306019,1
2018-12-15,0.4540724220576233,0.5459275779423767,0
2018-12-16,0.4822110391208444,0.5177889608791562,0
2018-12-17,0.5641351919605359,0.4358648080394641,1
2018-12-18,0.5202432293734445,0.47975677062655575,1
2018-12-19,0.4748153676996458,0.525184632300354,0
2018-12-20,0.4630583911040134,0.5369416088959865,0
2018-12-21,0.4910407018489501,0.5089592981510501,0
2018-12-22,0.5174947358940051,0.4825052641059948,1
2018-12-23,0.5375405883833821,0.46245941161661824,1
2018-12-24,0.5226108376234606,0.47738916237653967,1
2018-12-25,0.507756430419344,0.4922435695806563,0
2018-12-26,0.5672417171484329,0.43275828285156714,1
2018-12-27,0.5695937562596434,0.43040624374035696,1
2018-12-28,0.6141109568864997,0.3858890431135003,1
2018-12-29,0.5134200775961513,0.48657992240384884,1
2018-12-30,0.5351005174602012,0.4648994825397988,1
2018-12-31,0.5187014677434424,0.48129853225655783,1
2019-01-01,0.5695005871711706,0.43049941282882953,1
2019-01-02,0.5360326098043731,0.46396739019562633,1
2019-01-03,0.5189407327387215,0.4810592672612787,1
2019-01-04,0.4548207448676701,0.5451792551323301,0
2019-01-05,0.4786393534238674,0.5213606465761328,0
2019-01-06,0.5096111048677048,0.4903888951322948,0
2019-01-07,0.5667476765703937,0.43325232342960673,1
2019-01-08,0.5366643238037119,0.4633356761962883,1
2019-01-09,0.509033152774174,0.49096684722582584,0
2019-01-10,0.4880962915159183,0.5119037084840815,0
2019-01-11,0.5000938196718984,0.49990618032810175,0
2019-01-12,0.5788210798323457,0.4211789201676544,1
2019-01-13,0.5385142576756875,0.4614857423243124,1
2019-01-14,0.5245461521730265,0.4754538478269735,1
2019-01-15,0.49883743934171154,0.5011625606582885,0
2019-01-16,0.4934630212827864,0.5065369787172139,0
2019-01-17,0.5391997746590783,0.4608002253409216,1
2019-01-18,0.5533100573169162,0.4466899426830836,1
2019-01-19,0.5454011960956782,0.45459880390432195,1
2019-01-20,0.4641002326531471,0.535899767346853,0
2019-01-21,0.5222778753971017,0.47772212460289853,1
2019-01-22,0.4763502163138464,0.5236497836861538,0
2019-01-23,0.5369263845571252,0.4630736154428753,1
2019-01-24,0.503395089601189,0.49660491039881105,0
2019-01-25,0.5110946722068596,0.4889053277931402,1
2019-01-26,0.46448871989187485,0.5355112801081251,0
2019-01-27,0.49157481276824894,0.508425187231751,0
2019-01-28,0.46245303404596244,0.5375469659540372,0
2019-01-29,0.5231114806962294,0.4768885193037706,1
2019-01-30,0.47899135463330217,0.5210086453666978,0
2019-01-31,0.5223176245551383,0.47768237544486153,1
2019-02-01,0.5019019982481548,0.4980980017518449,0
2019-02-02,0.560844300774029,0.43915569922597086,1
2019-02-03,0.5485274051493131,0.451472594850687,1
2019-02-04,0.5248332155087388,0.47516678449126104,1
2019-02-05,0.5730101176385262,0.4269898823614739,1
2019-02-06,0.5247037898890717,0.47529621011092815,1
2019-02-07,0.5257473002963886,0.4742526997036112,1
2019-02-08,0.4806162297188868,0.5193837702811129,0
2019-02-09,0.45089785038903124,0.5491021496109685,0
2019-02-10,0.515454562004528,0.4845454379954719,1
2019-02-11,0.5499455852882594,0.45005441471174046,1
2019-02-12,0.5377883151501951,0.4622116848498043,1
2019-02-13,0.5417007909660322,0.45829920903396765,1
2019-02-14,0.6104846531773356,0.3895153468226641,1
2019-02-15,0.5561873121648041,0.4438126878351957,1
2019-02-16,0.5811331433519393,0.4188668566480607,1
2019-02-17,0.5561048359290525,0.4438951640709477,1
2019-02-18,0.4902670226888492,0.5097329773111512,0
2019-02-19,0.5110907219707245,0.48890927802927536,1
2019-02-20,0.4897899395696965,0.5102100604303034,0
2019-02-21,0.5454726762143064,0.4545273237856934,1
2019-02-22,0.557406073369399,0.4425939266306008,1
2019-02-23,0.5671328558571407,0.43286714414285943,1
2019-02-24,0.5057987400923246,0.49420125990767566,0
2019-02-25,0.4712800003071921,0.5287199996928075,0
2019-02-26,0.47043130929938826,0.5295686907006115,0
2019-02-27,0.5452636449230162,0.4547363550769841,1
2019-02-28,0.536610353110987,0.46338964688901296,1
2019-03-01,0.5489762921009025,0.4510237078990971,1
2019-03-02,0.5016967561882193,0.4983032438117806,0
2019-03-03,0.4847437514703501,0.5152562485296496,0
2019-03-04,0.49813507457927925,0.5018649254207205,0
2019-03-05,0.573977985454616,0.4260220145453838,1
2019-03-06,0.5225425874572925,0.4774574125427072,1
2019-03-07,0.5252992387214974,0.47470076127850275,1
2019-03-08,0.4752596933157118,0.5247403066842883,0
2019-03-09,0.5201547860001061,0.4798452139998939,1
2019-03-10,0.4349683536035104,0.5650316463964895,0
2019-03-11,0.504552611467096,0.4954473885329041,0
2019-03-12,0.5910463026950381,0.40895369730496156,1
2019-03-13,0.5027759720728787,0.4972240279271211,0
2019-03-14,0.4952103144083012,0.5047896855916987,0
2019-03-15,0.4665069086795196,0.5334930913204805,0
2019-03-16,0.5145762601538552,0.48542373984614473,1
2019-03-17,0.49278214595910563,0.5072178540408943,0
2019-03-18,0.542999370847031,0.45700062915296874,1
2019-03-19,0.49361827435530803,0.5063817256446916,0
2019-03-20,0.5468835358826938,0.45311646411730633,1
2019-03-21,0.4796655865207026,0.5203344134792975,0
2019-03-22,0.4987511669773259,0.5012488330226742,0
2019-03-23,0.5085517592499444,0.4914482407500553,0
2019-03-24,0.5249083522776696,0.4750916477223305,1
2019-03-25,0.5069045346448171,0.49309546535518306,0
2019-03-26,0.5315857326094321,0.4684142673905678,1
2019-03-27,0.5027453957762869,0.49725460422371315,0
2019-03-28,0.5136410890944535,0.4863589109055466,1
2019-03-29,0.5499991392386433,0.45000086076135626,1
2019-03-30,0.5387449791744506,0.46125502082554926,1
2019-03-31,0.5417448683857794,0.4582551316142207,1
2019-04-01,0.5116134368139726,0.4883865631860267,1
2019-04-02,0.4722310668787147,0.5277689331212855,0
2019-04-03,0.45454976594615665,0.5454502340538436,0
2019-04-04,0.4912369914802775,0.5087630085197224,0
2019-04-05,0.5387368388452793,0.4612631611547207,1
2019-04-06,0.5608333082902532,0.4391666917097467,1
2019-04-07,0.510158874181319,0.48984112581868133,1
2019-04-08,0.5109834572955926,0.48901654270440725,1
2019-04-09,0.49441752751487095,0.5055824724851288,0
2019-04-10,0.5394281063032145,0.4605718936967854,1
2019-04-11,0.47392700883525196,0.5260729911647481,0
2019-04-12,0.5072718558809111,0.49272814411908883,0
2019-04-13,0.5278949189367318,0.4721050810632678,1
2019-04-14,0.4783371917336794,0.5216628082663207,0
2019-04-15,0.5430412929279631,0.45695870707203684,1
2019-04-16,0.472576211251118,0.5274237887488813,0
2019-04-17,0.5353020824904032,0.46469791750959666,1
2019-04-18,0.40906941583334633,0.5909305841666532,0
2019-04-19,0.5112620941585275,0.4887379058414724,1
2019-04-20,0.48226236567405,0.51773763432595,0
2019-04-21,0.48205869389247563,0.5179413061075242,0
2019-04-22,0.5188722890700854,0.4811277109299148,1
2019-04-23,0.528285773384666,0.4717142266153338,1
2019-04-24,0.5514844362976465,0.4485155637023534,1
2019-04-25,0.5230944920206857,0.4769055079793142,1
2019-04-26,0.5218820145113457,0.47811798548865403,1
2019-04-27,0.5245843352273031,0.4754156647726971,1
2019-04-28,0.5736450199195254,0.4263549800804738,1
2019-04-29,0.535694412264236,0.46430558773576397,1
2019-04-30,0.5183842282675165,0.48161577173248343,1
2019-05-01,0.4373329475370126,0.5626670524629881,0
